genus,material,metric,tau,gamma,total_communities,cluster_id,cluster_size,antibiotic,label_broad,label_fine,label_who
Klebsiella,Blood Culture,dice,0.4,0.5,21,14,1,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,16,6,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,17,2,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,19,1,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,6,8,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Klebsiella,Blood Culture,dice,0.4,0.5,21,20,1,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,12,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,6,8,CZA - Ceftazidim/Avibactam_Tested,,,
Klebsiella,Blood Culture,dice,0.4,0.5,21,6,8,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,15,2,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,16,6,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,18,1,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,15,2,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,0,1,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Klebsiella,Blood Culture,dice,0.4,0.5,21,6,8,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,3,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,4,2,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,6,8,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,6,8,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,4,2,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,16,6,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,16,6,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,17,2,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,5,2,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,7,20,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,9,1,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,13,1,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Klebsiella,Blood Culture,dice,0.4,0.5,21,1,2,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,16,6,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Klebsiella,Blood Culture,dice,0.4,0.5,21,6,8,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Klebsiella,Blood Culture,dice,0.4,0.5,21,16,6,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,0,5,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,0,5,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,0,5,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,3,1,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,4,7,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,5,1,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,0,5,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,6,1,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,7,1,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,8,1,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,9,1,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,10,1,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,11,6,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,12,2,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,13,1,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,14,1,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,15,1,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,16,2,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,17,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,4,7,CZA - Ceftazidim/Avibactam_Tested,,,
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,4,7,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,19,1,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,11,6,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,20,1,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,21,1,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,22,1,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,4,7,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,16,2,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,23,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,24,1,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,4,7,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,4,7,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,25,1,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,11,6,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,11,6,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,12,2,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,26,1,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,2,15,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,1,1,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,18,1,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,0,5,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,11,6,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,4,7,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Klebsiella,Blood Culture,jaccard,0.4,1.0,27,11,6,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,4,2,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,1,3,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,2,1,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,3,1,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,4,2,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,5,2,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Klebsiella,Blood Culture,phi,0.4,0.5,36,7,1,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,8,2,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,1,3,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,10,1,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,8,2,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,12,1,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,13,1,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,14,1,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,15,1,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,16,6,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,17,2,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Klebsiella,Blood Culture,phi,0.4,0.5,36,20,1,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,21,1,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,22,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,23,1,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,24,1,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,25,1,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,CZA - Ceftazidim/Avibactam_Tested,,,
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,28,2,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Klebsiella,Blood Culture,phi,0.4,0.5,36,29,2,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,16,6,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,31,1,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,28,2,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,33,1,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,34,1,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,35,1,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,0,1,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,32,1,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,9,1,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,11,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,18,2,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,18,2,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,16,6,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,16,6,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,29,2,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,19,1,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,17,2,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,5,2,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,26,1,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,27,1,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,30,1,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Klebsiella,Blood Culture,phi,0.4,0.5,36,1,3,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,16,6,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Klebsiella,Blood Culture,phi,0.4,0.5,36,6,9,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Klebsiella,Blood Culture,phi,0.4,0.5,36,16,6,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Klebsiella,Urine,cosine,0.4,0.75,24,1,4,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Urine,cosine,0.4,0.75,24,5,2,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Urine,cosine,0.4,0.75,24,18,2,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,8,1,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Urine,cosine,0.4,0.75,24,11,1,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,14,1,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Urine,cosine,0.4,0.75,24,21,4,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Klebsiella,Urine,cosine,0.4,0.75,24,17,1,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Urine,cosine,0.4,0.75,24,16,3,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Klebsiella,Urine,cosine,0.4,0.75,24,18,2,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Klebsiella,Urine,cosine,0.4,0.75,24,20,1,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,22,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,15,1,CZA - Ceftazidim/Avibactam_Tested,,,
Klebsiella,Urine,cosine,0.4,0.75,24,16,3,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Klebsiella,Urine,cosine,0.4,0.75,24,19,2,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,21,4,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Klebsiella,Urine,cosine,0.4,0.75,24,23,1,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Urine,cosine,0.4,0.75,24,19,2,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Klebsiella,Urine,cosine,0.4,0.75,24,2,2,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Klebsiella,Urine,cosine,0.4,0.75,24,1,4,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Klebsiella,Urine,cosine,0.4,0.75,24,3,2,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Klebsiella,Urine,cosine,0.4,0.75,24,2,2,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Klebsiella,Urine,cosine,0.4,0.75,24,0,22,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
